,1CreatorLtd,kevinhall1963,EUVoteLeave23rd,McFc_Winners,PeterGrant19,kimholdersmith,TimminsVicky,ChrisWynThom,Pompey4Britain,HACKEDOFF_VOTER,DamainWard,Charlie411114,English_Woman,ElContador2000,CymroAlba,xargle,NONONOEU,The_UK_NeedsYou,Seth66Owens,SuperbikeAl,donphill,munro11munro,BaronGraham,Teenie6619Tina,conndec,nanb58,dvalentino007,davidbent1948,cristine_foster,willdefens,pbarrett45,Binnsy_46,TisMcbeth,DawnFamily4,ShortfuseLiz,rock2shark,tt_saw,LiverpoolDL,Kilsally,lsrlinda,RogTallbloke,mickjones61,jamesckearns,BeverleyDunlop,HarridgePike,VoteLeaveEU,martinstevens27,UKMCEOfficial,Derek5Coms,julia_reid
donphill,0.37620933169584964,0.275273013557767,0.3519568698447023,0.38637159219133627,0.4295408523948618,0.19911391601851355,0.2569559120334484,0.5679233948935218,0.45527307358872976,0.43712372342656447,0.38751271371957136,0.33094480297853873,0.08756989619845393,0.44268293764791167,0.4874663190628352,0.048382748610800316,0.1410613910633662,0.42604424518316697,0.36452070940057335,0.31441990786667307,1.0,0.31177022382995795,0.21721829406618526,0.6648385858945917,0.3359806553223142,0.32287015544329634,0.16893737733518904,0.26093515356016433,0.2879172447666791,0.1771880386551486,0.011173346670026103,0.42799060320032684,0.5287025767984704,0.4719655941925523,0.5039741044132569,0.6091061540950828,0.5680381566405517,0.07740524186278651,0.24645784436912285,0.3006570121393774,0.02692518076531516,0.054938538549554966,0.45407438687236923,0.25642870628940356,0.2565680726037052,0.23754891256743615,0.4324985213166141,0.3928892403626711,0.3364999135265761,0.3771202019182684
munro11munro,0.5553151026724902,0.4621237094208653,0.6711345521891574,0.48201874420271007,0.5514876607640875,0.24423952826810832,0.30078254106452285,0.4232909312377763,0.5088362025763314,0.5564109466623596,0.3283472903496508,0.4916700927972559,0.4920859167289156,0.36604169933546243,0.5723286509770681,0.40528937893245187,0.4470312070628056,0.6141381888467824,0.553550951322123,0.5269447806962033,0.31177022382995795,1.0,0.421663708387613,0.42083385143911567,0.4639435673508548,0.47634755217874275,0.3102901688532762,0.42263962399353383,0.32796580959995414,0.24224270604128964,0.29418168073855194,0.5169886849784041,0.4565816821025994,0.2981927840682744,0.31481799890227524,0.518604129360982,0.6314037003773031,0.33094506127922035,0.5163569350548173,0.41758990962483034,0.19147041046872249,0.3175778860486406,0.18571784310964712,0.41287376318090424,0.4819856004496494,0.2964458546862782,0.41189260681968803,0.27464472572881293,0.3158001880345461,0.2691060573127427
BaronGraham,0.4845508455758235,0.20579629376624373,0.4979167662846375,0.44350915198032975,0.3255160974830671,0.3287553944084182,0.3462346317992223,0.381825736051833,0.33377344779722007,0.37686844246950546,0.34009086071179184,0.233481174435501,0.33888688694488317,0.5304813111307375,0.43095719157226664,0.1303620901251951,0.33994960695356213,0.44893282657888645,0.3635541430791282,0.11291764387479039,0.21721829406618526,0.421663708387613,1.0,0.3615445846300275,0.3739498951037265,0.22083783676414584,0.1870600747770141,0.5977591029081185,0.25393556623751146,0.4459406752700405,0.20285112154987334,0.4694483616785429,0.5706371211396716,0.37845254211624657,0.5013770850517743,0.31564262666894227,0.3033247700967827,0.38972544771852013,0.3789300049039168,0.39281779131501526,0.4149678891606792,0.1959919027535951,0.2657418570447324,0.18917448180519458,0.4695008759851673,0.5379091057795774,0.21800326315534385,0.2957044010005495,0.30646970751634195,0.2908016952255078
Teenie6619Tina,0.4299404724257214,0.3494117472578993,0.4565381504439887,0.499537619803053,0.38748493433227077,0.2990201350508004,0.3023579955868823,0.6619458702475662,0.43834727979381766,0.3929707481793921,0.32728530615316254,0.281851295841595,0.137506974114865,0.515462395092117,0.3947441427094429,-0.021907421567026974,0.2094554886645621,0.4863140719380131,0.5741766024208466,0.2487587852989226,0.6648385858945917,0.42083385143911567,0.3615445846300275,1.0,0.3412596666374087,0.3867669294511544,-0.028138870094743258,0.455766550701495,0.20922196923531994,0.2351692482799722,0.1321773900864283,0.5760559971259961,0.49548012326099394,0.5231699643270437,0.5374552184505428,0.4494318938754477,0.4364273724669817,0.21272527509628203,0.15537731988656345,0.24622138197883467,0.1330269333270472,0.16090374748787725,0.2354004733954127,0.3522123872620523,0.4596249802001569,0.21399195716933833,0.28459017952364335,0.40278043481171527,0.16268804775724657,0.22509333110069976
conndec,0.21653749743055611,0.2645139655572196,0.4391743967858997,0.3094624927975918,0.3005165965585418,0.12251337613535801,0.2910106273571438,0.3511575877288132,0.5779561310387775,0.35350641874380634,0.11009611404960101,0.26198659244367506,0.1267245351081424,0.3449659697964589,0.28149561581554394,0.21479409369382074,0.3139399669990471,0.5320055397290246,0.42489532145913667,0.3979633290616633,0.3359806553223142,0.4639435673508548,0.3739498951037265,0.3412596666374087,1.0,0.34554310145552214,0.2268426177880048,0.34171271506908163,0.2407423364512196,0.092242526387939,0.024297267318470105,0.48194762810974956,0.4796586657328126,0.45689485109225414,0.23956022007805425,0.478507550631949,0.38334760948081315,0.12332884043009687,0.3683556257632067,0.14716509155201393,0.3490219055805375,0.17274293224822468,0.3486070601416183,0.2790865995072076,0.16031404200883478,0.24029218887298273,0.24775786965750077,0.0982203804610472,0.12976635186080268,0.09934075389455847
nanb58,0.5312748857959038,0.43859509622699294,0.5597762956312293,0.4581869862306909,0.525183503492878,0.15171344173586654,0.20617591929847998,0.27316939709961535,0.6031437166292799,0.5322826105395463,0.27549962840741554,0.5442826720207931,0.17947913717929465,0.2924259182314891,0.2542086298973159,0.48146095515033854,0.4968746108723941,0.4903869630883677,0.37507991291629555,0.49010565802291023,0.32287015544329634,0.47634755217874275,0.22083783676414584,0.3867669294511544,0.34554310145552214,1.0,0.32549852925507067,0.3992574394161954,0.2815002232942798,0.2895793322871683,0.430492764609909,0.492466144779048,0.1951940283749325,0.37472928832093994,0.30729635348711176,0.340338512246441,0.5677994827067159,0.4976731916209807,0.3552388675454574,0.19209436222410925,0.2184610397044873,0.3470891693483347,0.5135070870065265,0.31844445716370534,0.3566086507701046,0.5655945302145104,0.40068544960152014,0.5551139416536965,0.3763432859452029,0.3419400546772708
dvalentino007,0.18112752532346457,0.2562703086621116,0.32421221055397187,0.1583288383941627,0.5742444197836517,0.3767710933395399,0.2561963497134009,0.21504719587747173,0.2961640768180879,0.2965127595475481,0.2860053096787966,0.3693926418209419,0.39307762271485885,0.06292092088722065,0.12645468974030433,0.4954323610819638,0.24009451441443933,0.28644022974829375,0.043051604998329926,0.32467017157716876,0.16893737733518904,0.3102901688532762,0.1870600747770141,-0.028138870094743258,0.2268426177880048,0.32549852925507067,1.0,0.15288335378526408,0.2692884795595122,0.10591298778617825,0.29834519551114663,0.2759756536325584,0.29187310548679607,0.04541370882247303,0.003290531775968942,0.3017144994680563,0.37834430323321855,0.3374239149165562,0.5226689146650699,-0.022645357512376455,0.35467932650662265,-0.08431866150915593,0.2887987402330754,0.3896422377712312,0.1199199619622628,0.20286119911649597,0.47669290217348126,0.1630791477319914,0.48747826328236915,0.11530197043952195
davidbent1948,0.5529546996031978,0.34957705294329205,0.5707340010296812,0.5469906530417703,0.34676921288077456,0.3854039121131939,0.3347798176162371,0.36756147641932185,0.4838825446777658,0.43552061462840896,0.3480436562325875,0.5741117423651058,0.25146354133255727,0.35808901624666695,0.5000076483225694,0.30953194309795085,0.4753110282764632,0.5476669252521816,0.3280204801826926,0.34508196536949765,0.26093515356016433,0.42263962399353383,0.5977591029081185,0.455766550701495,0.34171271506908163,0.3992574394161954,0.15288335378526408,1.0,0.2593107383216026,0.4315681467194742,0.3473365003991671,0.5149041757993732,0.45385641264939053,0.5659631621083482,0.3000358541460648,0.37752156506579587,0.3057859149846842,0.4463427478278045,0.4365081532348722,0.22413080653590933,0.37370039114880466,0.4510606506095236,0.29613662603060337,0.22469637124353448,0.4833974745877666,0.6391795834210124,0.19168098836375416,0.304721581595292,0.24014624247598657,0.32081584058687485
cristine_foster,0.31417937653507605,0.4284877350604827,0.4894244078338346,0.3669965480119984,0.3081910817429433,0.38066053076574696,0.4667272212464683,0.21696423661555223,0.2036129389213177,0.2941980215028567,0.45420593188254943,0.23704746101511956,0.33247364335233254,0.18037091176781517,0.5584649403781619,0.27074407690881525,0.37817900159308854,0.4289660655926996,0.21333218434494797,0.4632787701008429,0.2879172447666791,0.32796580959995414,0.25393556623751146,0.20922196923531994,0.2407423364512196,0.2815002232942798,0.2692884795595122,0.2593107383216026,1.0,0.2153875090800193,0.2125438555380747,0.4891333875762416,0.19265453324417042,0.1071607482888896,0.3142950288797525,0.13383143949267576,0.20336345661635935,0.26044473423302383,0.29064051906285965,0.3065911817165286,0.20783111787336406,0.25974559275049325,0.622273212166286,0.2925305718893465,0.2909733513368128,0.21499780229938403,0.2475420999081054,0.13681273589420592,0.5319861772736129,0.20224131098048612
willdefens,0.48621573811352226,0.027810376008333155,0.2598544108547593,0.3858826619570804,0.25133864913510223,0.1633335937243105,0.1276341914574962,0.17915593178209205,0.08231488187608754,0.4597956908790646,0.2944695514538293,0.2627030397722491,-0.07763210036943795,0.1857218158467623,0.3201108430574898,0.16085881767181398,0.21357990712689073,0.2686452597918153,0.2100831144611089,0.08683879927210802,0.1771880386551486,0.24224270604128964,0.4459406752700405,0.2351692482799722,0.092242526387939,0.2895793322871683,0.10591298778617825,0.4315681467194742,0.2153875090800193,1.0,0.20185482155657838,0.3059132238841256,0.3836258356126971,0.22942984186719348,0.1589527986972682,0.11950481249930267,0.2278055259353232,0.4329327631300257,-0.05005695729042622,0.2544662928397346,0.1714413108220858,0.449494851799698,0.34146821758390317,-0.15581443063736206,0.17962902955459573,0.3698154259491537,-0.07170200082211375,0.4847540598904344,0.07980101635441167,0.18605405650401077
pbarrett45,0.49096557776813227,0.38081703196210676,0.4551271101528396,0.42246779880326074,0.2974843188213105,0.5254775085284885,0.24550789817456786,0.2640122732944096,0.26544929357195873,0.39238580146391017,0.37862597433993445,0.42120488162078,0.2370838837985261,0.19293307531198495,0.2577192434930256,0.2445765622961007,0.4511426018745961,0.35981891961975526,0.08732772572370542,0.12578479389990477,0.011173346670026103,0.29418168073855194,0.20285112154987334,0.1321773900864283,0.024297267318470105,0.430492764609909,0.29834519551114663,0.3473365003991671,0.2125438555380747,0.20185482155657838,1.0,0.2714623664893724,0.09428199195143229,0.15267131716029414,0.1644823618687926,0.10443986733674697,0.28190895488816126,0.5393667667675206,0.24738437597376253,0.33677295111596006,0.5223423218133503,0.22535421685728632,0.16063477260989217,0.4540311507296871,0.19166743510052459,0.3532622931932505,0.18602462780394446,0.3134826840364537,0.36210640730296356,0.30639778466911644
Binnsy_46,0.45221454051530285,0.5928511704326321,0.6051262132354494,0.5352842837278362,0.495653288228048,0.40506230169126456,0.5154923086738638,0.41880782121099147,0.4514544053473321,0.5429987025290087,0.3182585313110535,0.39103373377670947,0.4170922112623941,0.43596525811904213,0.5924891610709356,0.3730779877371736,0.3544094314559412,0.5841043365664864,0.5555398297163553,0.33852599775355297,0.42799060320032684,0.5169886849784041,0.4694483616785429,0.5760559971259961,0.48194762810974956,0.492466144779048,0.2759756536325584,0.5149041757993732,0.4891333875762416,0.3059132238841256,0.2714623664893724,1.0,0.40495802998697095,0.4993702641577139,0.4001299554479183,0.4483340287528388,0.4007145049915641,0.5131811690356859,0.30331877691158377,0.1804855876827697,0.3317124354616904,0.33508670799242185,0.41179007699820946,0.48318708238984115,0.258884276991805,0.4162765207342095,0.36461875201417066,0.21358120916730727,0.39680583019384863,0.2768001030107056
TisMcbeth,0.5500489557111292,0.11199825663652296,0.5562419198702402,0.385278650667783,0.3696107788989846,0.25378365829209565,0.3844253145399047,0.5308008322651213,0.32808770967160017,0.4762974720828944,0.2469641113768522,0.3214881097745222,0.14978952322675781,0.5848126810743558,0.37757748709240374,0.015411756175850565,0.27017008221831157,0.3682361489773822,0.4198312942584147,0.23016284105562448,0.5287025767984704,0.4565816821025994,0.5706371211396716,0.49548012326099394,0.4796586657328126,0.1951940283749325,0.29187310548679607,0.45385641264939053,0.19265453324417042,0.3836258356126971,0.09428199195143229,0.40495802998697095,1.0,0.34428736683991595,0.44291123532732624,0.6686230765661824,0.5457509709268744,0.23768851939928692,0.4251358690453332,0.2154257268589746,0.25716041093524394,0.19010940200590173,0.22294063520793425,0.1402098663020661,0.4353907320858621,0.4052618451805642,0.17590649379824572,0.3676327407413592,0.13618052615638315,0.39471154917812595
DawnFamily4,0.2767827948037976,0.33867462017764094,0.36807640134203506,0.3013119926564221,0.26646990417728095,0.25068451128135827,0.12795708143640844,0.3632135828831785,0.5609069241640484,0.4049934359099041,-0.069285493124236,0.3995156471008792,0.19900911680608305,0.38448219912401455,0.3883798957049402,0.12806613832091066,0.1781257893875887,0.3742115253818467,0.2908380413982465,0.26719313030067904,0.4719655941925523,0.2981927840682744,0.37845254211624657,0.5231699643270437,0.45689485109225414,0.37472928832093994,0.04541370882247303,0.5659631621083482,0.1071607482888896,0.22942984186719348,0.15267131716029414,0.4993702641577139,0.34428736683991595,1.0,0.27857589592867604,0.4657054688908945,0.2950268813486407,0.17421044749460876,0.40209048360507726,0.3331853043281552,0.2800810559063237,0.32460462923088507,0.29153067663960675,0.14850133515839747,0.24453412362905774,0.3217592394000716,0.12650278025429038,0.2866072131732199,0.32143416581076323,0.4113727322570024
ShortfuseLiz,0.4417112554713101,0.3056697921261978,0.5715918364408346,0.33722676593022316,0.4614113738217692,0.2019360068745449,0.34692890657866077,0.2757521841902089,0.2059012967822406,0.30249689452003753,0.22577583388434125,0.2836017097889746,0.018147524410419558,0.6692057394911549,0.6025654421541607,0.009836699388717528,0.20098076642725812,0.4087245615505077,0.6389002075721539,0.1036253532560786,0.5039741044132569,0.31481799890227524,0.5013770850517743,0.5374552184505428,0.23956022007805425,0.30729635348711176,0.003290531775968942,0.3000358541460648,0.3142950288797525,0.1589527986972682,0.1644823618687926,0.4001299554479183,0.44291123532732624,0.27857589592867604,1.0,0.2665359674471064,0.39579907671786185,0.23934399194179798,0.20821942997664422,0.535557645254008,0.26441577865842136,0.11501859003408943,0.47440556887059904,0.21269881255355866,0.47779776774216826,0.46457486174699897,0.3193130675674538,0.45208338762306166,0.423009286753325,0.15574809141576076
rock2shark,0.40733623740759967,0.5069007349853559,0.4720748472575963,0.5104407497987964,0.34651794194159613,0.18857601891944403,0.41169576080202536,0.5152412075540852,0.3961356376721579,0.5218918048003205,0.25618940043880517,0.35275490600610754,0.19098443510536497,0.44289714748952175,0.46275198884767127,0.09734067795046981,0.30067275916041414,0.4839701441531747,0.2913647981871021,0.37317876019344576,0.6091061540950828,0.518604129360982,0.31564262666894227,0.4494318938754477,0.478507550631949,0.340338512246441,0.3017144994680563,0.37752156506579587,0.13383143949267576,0.11950481249930267,0.10443986733674697,0.4483340287528388,0.6686230765661824,0.4657054688908945,0.2665359674471064,1.0,0.5075585170040526,0.12086619498886629,0.4230881111584899,0.31984114017005383,0.038489787002825696,0.1418022926231117,0.2899313153024103,0.33515766176552103,0.39388349788068416,0.3293421283970917,0.2827259063912199,0.3988136150741683,0.3242748019088061,0.36988395308233485
tt_saw,0.5703137199004352,0.25501955779257585,0.6403188476139215,0.31008109175793297,0.7545088706682285,0.25234084616676555,0.20391148050762795,0.6367949927969652,0.5497534893824655,0.6122875206907369,0.30441678522823645,0.6911200773866786,0.23883045306630563,0.4113275723447612,0.3971646258016928,0.3983482814730389,0.405463928294433,0.4707185202962371,0.5430938602698082,0.49286046163751057,0.5680381566405517,0.6314037003773031,0.3033247700967827,0.4364273724669817,0.38334760948081315,0.5677994827067159,0.37834430323321855,0.3057859149846842,0.20336345661635935,0.2278055259353232,0.28190895488816126,0.4007145049915641,0.5457509709268744,0.2950268813486407,0.39579907671786185,0.5075585170040526,1.0,0.42609265649410516,0.5416079321984372,0.3340230258530575,0.2558035064867152,0.3586584838465534,0.3012653463431757,0.35097186453939055,0.31972312742950576,0.4459913852646079,0.5469686461728833,0.33946201289278266,0.43333467865007846,0.36930726673907616
LiverpoolDL,0.42679459414182963,0.3669126939278476,0.5711205334403718,0.24353329929333342,0.4951873373614162,0.3870876081996495,0.21578049464276594,0.336350993531274,0.33340818097716735,0.42739260200425766,0.21008895203632805,0.40160684148775005,0.11034544558640148,0.24345336998968284,0.3334278181582536,0.42849611198173965,0.3696489820005262,0.2571115186228793,0.2508108285860399,0.19365801659883744,0.07740524186278651,0.33094506127922035,0.38972544771852013,0.21272527509628203,0.12332884043009687,0.4976731916209807,0.3374239149165562,0.4463427478278045,0.26044473423302383,0.4329327631300257,0.5393667667675206,0.5131811690356859,0.23768851939928692,0.17421044749460876,0.23934399194179798,0.12086619498886629,0.42609265649410516,1.0,0.2324174905714441,0.16445953374077035,0.4371919269055281,0.5120198092663333,0.26557877159769994,0.1671375688576228,0.3246606025674353,0.6339594702978774,0.28015732425170903,0.20760505890595435,0.26405613148284196,0.39151046287869906
Kilsally,0.22786885110129196,0.3169589742125954,0.5299930079988459,0.17366788756882526,0.4318480214508633,0.2927721285242964,0.24045519216902375,0.31839088270979315,0.5535146109948234,0.5321604715193541,0.1016910756731429,0.5424429823074471,0.6069031966609159,0.20836467624381555,0.28876523574539686,0.48902346901278515,0.4194110704223873,0.3892678867660423,0.3154890896427574,0.5135196540002405,0.24645784436912285,0.5163569350548173,0.3789300049039168,0.15537731988656345,0.3683556257632067,0.3552388675454574,0.5226689146650699,0.4365081532348722,0.29064051906285965,-0.05005695729042622,0.24738437597376253,0.30331877691158377,0.4251358690453332,0.40209048360507726,0.20821942997664422,0.4230881111584899,0.5416079321984372,0.2324174905714441,1.0,0.18016861366748127,0.30971205486562553,0.25625335666108984,0.18074229164014025,0.40977331051369026,0.47471548219463205,0.35602262793980016,0.3936710941398979,0.22236495780591442,0.5127374484121591,0.19535231434263722
lsrlinda,0.461657680816653,0.35831990584178164,0.47229795559516874,0.3833647090814844,0.31190678879787437,0.31517697110601234,0.20499532526743763,0.29358091021324,0.13061560199058406,0.3458884939441885,0.15170797211233322,0.3250995429959771,0.048483099838287046,0.40756682235886715,0.5830651942781097,0.041275088521835576,0.28257834334916243,0.41010541018382946,0.2401313006826077,0.21053516443181375,0.3006570121393774,0.41758990962483034,0.39281779131501526,0.24622138197883467,0.14716509155201393,0.19209436222410925,-0.022645357512376455,0.22413080653590933,0.3065911817165286,0.2544662928397346,0.33677295111596006,0.1804855876827697,0.2154257268589746,0.3331853043281552,0.535557645254008,0.31984114017005383,0.3340230258530575,0.16445953374077035,0.18016861366748127,1.0,0.22004235359582747,0.18031531222392164,0.4069193029365276,0.19332494465292394,0.46499617001917004,0.29224537159630914,0.07945446018827369,0.3603870119943101,0.5476695298780031,0.2643241518218283
RogTallbloke,0.39271894874749086,0.2751574295098304,0.31513379396010527,0.17115364159695043,0.3740467792492858,0.5006208844567633,0.3750617369222596,0.23750902239040236,0.3114832339333792,0.28611035414971936,0.22102500761337213,0.4088259749104526,0.15101344276514234,0.31337021219241085,0.23028135274852496,0.13444613376193487,0.5255690476785062,0.35484695851987375,0.2480770518690095,0.055784278472619325,0.02692518076531516,0.19147041046872249,0.4149678891606792,0.1330269333270472,0.3490219055805375,0.2184610397044873,0.35467932650662265,0.37370039114880466,0.20783111787336406,0.1714413108220858,0.5223423218133503,0.3317124354616904,0.25716041093524394,0.2800810559063237,0.26441577865842136,0.038489787002825696,0.2558035064867152,0.4371919269055281,0.30971205486562553,0.22004235359582747,1.0,0.1603935703220326,0.22292430528027327,0.49565506516810437,0.22786867756737691,0.42672572315318674,0.090314723191367,0.02471649028951004,0.33023447188260563,0.09437776071699082
mickjones61,0.3704835112079749,0.2942187825379509,0.46602844638050805,0.15298960026471103,0.1496895299606797,-0.048289452921184285,0.08700667572916171,0.25297652540238547,0.1895447230183249,0.35857902815372966,0.07887300885360396,0.34256175092486657,0.17049837479313415,0.062257216096713926,0.3588470976885805,0.4161200972124445,0.4172772392375382,0.2597434687497293,0.4433307810770698,0.3301277251517737,0.054938538549554966,0.3175778860486406,0.1959919027535951,0.16090374748787725,0.17274293224822468,0.3470891693483347,-0.08431866150915593,0.4510606506095236,0.25974559275049325,0.449494851799698,0.22535421685728632,0.33508670799242185,0.19010940200590173,0.32460462923088507,0.11501859003408943,0.1418022926231117,0.3586584838465534,0.5120198092663333,0.25625335666108984,0.18031531222392164,0.1603935703220326,1.0,0.09002155900360591,0.04616971346556781,0.18630865614496697,0.31664274649448254,0.12910826160512667,0.11891665423865194,0.2724533509862813,0.33080168386569037
jamesckearns,0.3508913467441657,0.385144740587594,0.3734125995167284,0.40160002643442455,0.3507005674006507,0.39773133703038493,0.4944285786522583,0.08713199143425364,0.2912304408683948,0.3682038126275181,0.31240847490721696,0.371871728047692,-0.05405852409964101,0.38827980008296836,0.5432725373224823,0.12400268655904728,0.29307351519152397,0.39656506381448703,0.13997797287871588,0.27960634146609276,0.45407438687236923,0.18571784310964712,0.2657418570447324,0.2354004733954127,0.3486070601416183,0.5135070870065265,0.2887987402330754,0.29613662603060337,0.622273212166286,0.34146821758390317,0.16063477260989217,0.41179007699820946,0.22294063520793425,0.29153067663960675,0.47440556887059904,0.2899313153024103,0.3012653463431757,0.26557877159769994,0.18074229164014025,0.4069193029365276,0.22292430528027327,0.09002155900360591,1.0,0.2292687653397107,0.27912399990171416,0.4244686504962666,0.37108067469585,0.4191633486845155,0.4224378321186557,0.1903923918093829
BeverleyDunlop,0.33975553054536767,0.6465563786222474,0.30022697736242593,0.4619843086527345,0.32929470612172057,0.4365452831157633,0.7124725773693041,0.3055362814116151,0.34927751348163516,0.32668640434672097,0.4835668653123944,0.36152069354107336,0.4216677445628213,0.29687442137824005,0.30663003286539925,0.18840074676367785,0.5462163268614466,0.5166524161898398,0.3504846532652344,0.3583447410619737,0.25642870628940356,0.41287376318090424,0.18917448180519458,0.3522123872620523,0.2790865995072076,0.31844445716370534,0.3896422377712312,0.22469637124353448,0.2925305718893465,-0.15581443063736206,0.4540311507296871,0.48318708238984115,0.1402098663020661,0.14850133515839747,0.21269881255355866,0.33515766176552103,0.35097186453939055,0.1671375688576228,0.40977331051369026,0.19332494465292394,0.49565506516810437,0.04616971346556781,0.2292687653397107,1.0,0.2657826585022889,0.1202281275646729,0.4974603718110183,0.09235899529370636,0.4789753991388031,0.023050690690740675
HarridgePike,0.5079714742268925,0.5013662653477863,0.516206898576005,0.32652123053701426,0.24223523002350267,0.4048899124087674,0.28969381142062234,0.3219641744353458,0.29160545265631244,0.38234286734467315,0.2558986893931483,0.25777555863845447,0.19909502364856393,0.3582791430467097,0.43871288803681285,0.11148134110042979,0.48010771032725474,0.46142201145515743,0.3524614777436006,0.3583275877181231,0.2565680726037052,0.4819856004496494,0.4695008759851673,0.4596249802001569,0.16031404200883478,0.3566086507701046,0.1199199619622628,0.4833974745877666,0.2909733513368128,0.17962902955459573,0.19166743510052459,0.258884276991805,0.4353907320858621,0.24453412362905774,0.47779776774216826,0.39388349788068416,0.31972312742950576,0.3246606025674353,0.47471548219463205,0.46499617001917004,0.22786867756737691,0.18630865614496697,0.27912399990171416,0.2657826585022889,1.0,0.5055958306046038,0.18637764161507248,0.4624716715748864,0.2597077550652562,0.15379451152970777
VoteLeaveEU,0.5176579033948822,0.34613312586653294,0.5935892031558425,0.3508633838845237,0.4625617123891174,0.2342447983129712,0.30189025115130846,0.17654867340043032,0.47048686104580456,0.48531512644085856,0.18755445086790437,0.6136993232086464,-0.06301613189509156,0.3904749069078025,0.4247529777474079,0.3410960596242118,0.45214480957586084,0.47074003674116033,0.287381232434155,0.279824439293706,0.23754891256743615,0.2964458546862782,0.5379091057795774,0.21399195716933833,0.24029218887298273,0.5655945302145104,0.20286119911649597,0.6391795834210124,0.21499780229938403,0.3698154259491537,0.3532622931932505,0.4162765207342095,0.4052618451805642,0.3217592394000716,0.46457486174699897,0.3293421283970917,0.4459913852646079,0.6339594702978774,0.35602262793980016,0.29224537159630914,0.42672572315318674,0.31664274649448254,0.4244686504962666,0.1202281275646729,0.5055958306046038,1.0,0.1474762215520885,0.3637894836809826,0.26479984129085044,0.35589740351456106
martinstevens27,0.26673301013258083,0.3767137771063971,0.36136384288285345,0.12115302637685658,0.4418305828145274,0.31533595612245585,0.2809186061851867,0.2917418336646422,0.39595849775312164,0.09695450776944915,0.3959605103371225,0.23385908872338296,0.37450520175910207,0.24970260142553766,0.36098648734685984,0.3060630220521094,0.17721722024485023,0.34416432682662634,0.3167017886211704,0.23064743271793164,0.4324985213166141,0.41189260681968803,0.21800326315534385,0.28459017952364335,0.24775786965750077,0.40068544960152014,0.47669290217348126,0.19168098836375416,0.2475420999081054,-0.07170200082211375,0.18602462780394446,0.36461875201417066,0.17590649379824572,0.12650278025429038,0.3193130675674538,0.2827259063912199,0.5469686461728833,0.28015732425170903,0.3936710941398979,0.07945446018827369,0.090314723191367,0.12910826160512667,0.37108067469585,0.4974603718110183,0.18637764161507248,0.1474762215520885,1.0,0.20741645465696765,0.41831766453298486,0.20965478565310078
UKMCEOfficial,0.4808381971728452,0.22458079851243162,0.3954493918193386,0.4004111084368305,0.3072221482727965,0.12532356491884938,0.1564080322678829,0.1821632803809572,0.23824967588736617,0.4910467202757108,0.3034141349612594,0.2636693040681608,0.011008266887870996,0.4472515480823329,0.24641137962124102,0.01466397282706291,0.27933181810628,0.352029821118211,0.33043262171351584,0.0516489666374847,0.3928892403626711,0.27464472572881293,0.2957044010005495,0.40278043481171527,0.0982203804610472,0.5551139416536965,0.1630791477319914,0.304721581595292,0.13681273589420592,0.4847540598904344,0.3134826840364537,0.21358120916730727,0.3676327407413592,0.2866072131732199,0.45208338762306166,0.3988136150741683,0.33946201289278266,0.20760505890595435,0.22236495780591442,0.3603870119943101,0.02471649028951004,0.11891665423865194,0.4191633486845155,0.09235899529370636,0.4624716715748864,0.3637894836809826,0.20741645465696765,1.0,0.24203233504612418,0.25084895888896214
Derek5Coms,0.3533111751143678,0.5662179185635552,0.4623409853258666,0.3669916499265581,0.5537488934081047,0.33342101489932546,0.3227897789990209,0.3118425234678115,0.24873921458921125,0.35905632464904375,0.3742811696874126,0.4534701486620774,0.4235288504845277,0.2924683966142196,0.5120056200853358,0.44664813295529654,0.3919253422470856,0.40729182088702093,0.28978686991321817,0.4748718959413841,0.3364999135265761,0.3158001880345461,0.30646970751634195,0.16268804775724657,0.12976635186080268,0.3763432859452029,0.48747826328236915,0.24014624247598657,0.5319861772736129,0.07980101635441167,0.36210640730296356,0.39680583019384863,0.13618052615638315,0.32143416581076323,0.423009286753325,0.3242748019088061,0.43333467865007846,0.26405613148284196,0.5127374484121591,0.5476695298780031,0.33023447188260563,0.2724533509862813,0.4224378321186557,0.4789753991388031,0.2597077550652562,0.26479984129085044,0.41831766453298486,0.24203233504612418,1.0,0.2072010811975911
julia_reid,0.4271560506081867,0.1331153492320177,0.45830377684430296,0.2502296252088565,0.17610652694817555,0.11573888365727615,0.10695086792206845,0.3795029654424811,0.2720302561346969,0.3157137743909888,0.27523622259197633,0.24535541273918007,0.26773920951884506,0.3904280835379952,0.2556731927491487,0.1298966254374947,0.23733207652322955,0.1950812381736679,0.047993733385494605,0.18261162777720172,0.3771202019182684,0.2691060573127427,0.2908016952255078,0.22509333110069976,0.09934075389455847,0.3419400546772708,0.11530197043952195,0.32081584058687485,0.20224131098048612,0.18605405650401077,0.30639778466911644,0.2768001030107056,0.39471154917812595,0.4113727322570024,0.15574809141576076,0.36988395308233485,0.36930726673907616,0.39151046287869906,0.19535231434263722,0.2643241518218283,0.09437776071699082,0.33080168386569037,0.1903923918093829,0.023050690690740675,0.15379451152970777,0.35589740351456106,0.20965478565310078,0.25084895888896214,0.2072010811975911,1.0
